,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5678,9386-LDCZR,1,0,0,0,0.5915492957746479,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,0,0.7203980099502488,0.44582275559658435,0
5680,5399-ZIMKF,1,0,0,0,0.056338028169014086,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0.5611940298507463,0.0421013154858066,0
5681,0336-KXKFK,1,0,0,0,1.0,0,0,1,1.0,0.0,1.0,1.0,1.0,1.0,2,1,0,0.427363184079602,0.5044368797599815,0
5683,3948-FVVRP,1,0,1,1,0.11267605633802817,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0.363681592039801,0.050080775444264945,0
5684,5327-XOKKY,1,1,1,0,1.0,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,2,1,0,0.5492537313432836,0.612762520193861,0
5685,0983-TATYJ,0,0,1,0,0.4507042253521127,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0.33034825870646767,0.20079621509346873,0
5686,1813-JYWTO,0,0,1,0,1.0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.618905472636816,0.6599123009462267,0
5687,0156-FVPTA,1,0,1,0,0.29577464788732394,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0.3577114427860697,0.1308446803600277,1
5688,1984-FCOWB,0,0,1,0,0.971830985915493,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0.9079601990049752,0.8834237249019156,1
5689,0654-HMSHN,1,0,1,1,0.28169014084507044,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.8572139303482588,0.2468439879990768,1
5690,6719-OXYBR,1,0,0,0,0.19718309859154928,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0.6671641791044776,0.1385933533348719,0
5691,3312-ZWLGF,1,1,1,0,0.39436619718309857,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0.6074626865671642,0.276453957996769,0
5692,6476-YHMGA,0,0,1,1,0.19718309859154928,1,0,1,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.5796019900497512,0.13117932148626818,0
5693,5287-QWLKY,1,1,1,1,0.9859154929577465,1,1,1,1.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0.8641791044776119,0.8688322178629125,1
5695,0168-XZKBB,0,0,1,0,0.2535211267605634,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0.6825870646766169,0.17835218093699517,0
5697,5196-SGOAK,0,0,0,0,0.0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0.5716417910447762,0.0065658896838218335,1
5698,4537-DKTAL,0,0,0,0,0.014084507042253521,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2716417910447761,0.007569813062543273,0
5699,7072-MBHEV,0,1,1,1,0.14084507042253522,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0.5955223880597015,0.09762866374336489,0
5701,6297-NOOPG,0,0,1,0,0.971830985915493,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.917910447761194,0.8923667205169629,0
5702,1891-UAWWU,0,1,1,0,0.2676056338028169,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0.7218905472636815,0.22296330486960536,1
5704,8050-DVOJX,1,1,0,0,0.676056338028169,1,1,1,1.0,1.0,1.0,1.0,0.0,1.0,2,0,0,0.6278606965174128,0.4664320332333256,0
5705,6108-OQZDQ,0,0,1,1,0.04225352112676056,1,1,1,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0.7930348258706468,0.0421993999538426,1
5706,0363-QJVFX,1,0,0,0,0.43661971830985913,1,1,1,1.0,1.0,0.0,1.0,1.0,1.0,0,1,0,0.8945273631840797,0.3939649203784906,1
5707,8903-XEBGX,1,0,0,1,0.014084507042253521,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.3686567164179104,0.01036810523886453,0
5708,8169-SAEJD,1,1,1,0,0.9577464788732394,0,0,1,1.0,1.0,0.0,0.0,1.0,1.0,2,0,0,0.38109452736318405,0.4539406877452112,0
5709,9840-DVNDC,1,0,0,0,0.07042253521126761,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0.6194029850746269,0.05126355873528733,1
5711,2325-WINES,0,0,0,0,0.43661971830985913,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,1,1,0,0.853731343283582,0.39211285483498726,0
5712,6064-ZATLR,0,0,0,0,0.36619718309859156,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,2,0,0,0.34427860696517415,0.17076505885068083,0
5713,3096-JRDSO,0,1,1,0,0.36619718309859156,1,1,1,1.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0.8562189054726368,0.3287502884837295,1
5714,7824-PANSQ,1,0,0,0,0.8028169014084507,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0.6208955223880598,0.5525675051927071,0
5715,8042-JVNFH,1,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.5283582089552238,0.006063927994461112,1
5718,8707-HOEDG,0,0,1,1,0.971830985915493,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.9149253731343284,0.8851834756519732,0
5719,3374-LXDEV,0,0,0,0,0.16901408450704225,1,1,1,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.7079601990049752,0.12849642280175397,1
5720,4072-IPYLT,0,0,1,1,0.49295774647887325,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.32636815920398005,0.2072697899838449,0
5723,1580-BMCMR,1,1,0,0,0.2535211267605634,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.6870646766169154,0.18676436648972997,0
5725,6408-WHTEF,1,0,1,1,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1,0.7079601990049752,0.7336429725363489,0
5728,7989-VCQOH,1,0,1,1,0.23943661971830985,1,0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0.6467661691542289,0.18374682667897532,0
5730,4199-QHJNM,1,1,1,0,0.9295774647887324,1,1,1,0.0,1.0,0.0,1.0,1.0,1.0,2,0,0,0.8422885572139304,0.804396492037849,0
5731,8882-TLVRW,1,0,1,1,0.9577464788732394,0,0,1,1.0,0.0,1.0,1.0,0.0,0.0,2,0,1,0.20746268656716418,0.31856681283175625,0
5732,5883-GTGVD,1,0,0,0,0.2535211267605634,1,1,1,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0.8129353233830846,0.2207419801523194,1
5733,5135-GRQJV,1,1,1,0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1,0.9577114427860697,0.9592834064158783,0
5735,1371-WEPDS,1,1,1,0,0.5492957746478874,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0.37363184079601985,0.2613085621970921,0
5737,4817-QRJSX,0,0,0,0,0.1267605633802817,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0.6243781094527363,0.09222824832679437,1
5738,9730-DRTMJ,1,0,1,0,0.43661971830985913,1,1,1,1.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0.5427860696517413,0.26704938841449344,0
5739,4686-UXDML,0,0,0,0,0.28169014084507044,1,1,1,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0.8119402985074626,0.22775790445418878,0
5740,3349-ANQNH,0,1,0,0,0.8169014084507042,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,1,1,0,0.8084577114427861,0.6774982690976229,0
5741,2398-YPMUR,0,1,1,0,0.16901408450704225,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5164179104477612,0.1036175859681514,1
5746,5937-EORGB,1,1,1,0,0.19718309859154928,1,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0.7786069651741293,0.15848719132240943,0
5750,9985-MWVIX,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.5164179104477612,0.005925455804292639,1
5751,4583-PARNH,1,1,1,0,0.2112676056338028,1,0,1,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0,0.7293532338308457,0.1755423494114932,0
5752,1116-FRYVH,0,0,1,1,0.6619718309859155,0,0,1,1.0,1.0,0.0,1.0,0.0,0.0,2,0,1,0.21044776119402983,0.22615393491807065,0
5753,1421-HCERK,1,1,1,0,0.4084507042253521,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,0.8701492537313433,0.36498961458573737,0
5754,9633-XQABV,0,0,0,0,0.028169014084507043,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5174129353233831,0.02433648742210939,0
5755,0716-BQNDX,1,1,0,0,0.7887323943661971,1,1,1,1.0,0.0,0.0,1.0,0.0,1.0,2,0,0,0.7512437810945274,0.6469824601892453,0
5756,1265-XTECC,0,1,1,0,0.9436619718309859,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0.7791044776119402,0.7573390260789291,1
5757,1183-CANVH,0,0,1,0,0.30985915492957744,1,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0.4154228855721393,0.15328294484191093,0
5758,1972-XMUWV,0,0,1,0,0.9014084507042254,1,0,1,0.0,0.0,0.0,1.0,1.0,0.0,2,1,0,0.4134328358208955,0.437272097853681,0
5759,8679-LZBMD,1,0,1,0,0.6056338028169014,1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0.7203980099502488,0.45642164781906297,0
5760,3407-JMJQQ,0,0,1,1,0.9859154929577465,1,1,1,1.0,1.0,1.0,0.0,1.0,1.0,2,1,0,0.9029850746268657,0.8819524578813754,0
5761,6252-DFGTK,0,0,1,0,0.5070422535211268,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.4960199004975124,0.2839199169166859,0
5763,8645-KOMJQ,1,0,1,1,0.9577464788732394,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.6338308457711443,0.6441957073621047,0
5764,0289-IVARM,0,0,0,0,0.4788732394366197,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.42089552238805966,0.2266097392107085,0
5765,9761-XUJWD,1,0,0,0,0.056338028169014086,1,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0,0.4711442786069651,0.03705285021924763,0
5766,4057-FKCZK,1,0,1,1,0.8028169014084507,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,2,0,0,0.6393034825870647,0.5549561504731133,0
5767,4291-TPNFG,1,0,1,0,1.0,1,1,1,1.0,1.0,1.0,1.0,0.0,1.0,2,1,0,0.6373134328358209,0.6879471497807523,0
5768,6087-YPWHO,1,0,1,0,1.0,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,2,0,1,0.4965174129353234,0.5527232864066466,0
5770,2237-ZFSMY,0,0,0,0,0.5352112676056338,1,0,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0,0.7691542288557214,0.4239614585737364,1
5772,1818-ESQMW,0,0,0,0,0.36619718309859156,1,0,1,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0,0.7059701492537314,0.27288252942534036,0
5773,4871-JTKJF,0,1,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5114427860696518,0.005867759058389108,1
5774,1415-YFWLT,0,1,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0.7069651741293532,0.008135241172397877,1
5775,7401-RUBNK,0,0,1,0,0.23943661971830985,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5626865671641791,0.16377221324717287,0
5777,8661-BOYNW,0,0,1,0,1.0,1,1,1,1.0,0.0,1.0,1.0,1.0,1.0,2,1,0,0.6582089552238807,0.7013212554811908,0
5778,6711-VTNRE,0,0,0,0,0.49295774647887325,1,0,1,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0,0.6895522388059702,0.353023309485345,1
5779,4815-GBTCD,0,0,1,0,0.04225352112676056,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.06865671641791044,0.009364181860143088,0
5781,0980-PVMRC,0,0,1,1,0.5492957746478874,0,0,1,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0.3243781094527363,0.2328352180936995,0
5782,7233-DRTRF,1,0,1,0,0.8732394366197183,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0.8373134328358209,0.7414320332333256,0
5783,3500-RMZLT,0,1,0,0,0.19718309859154928,1,0,1,1.0,0.0,1.0,1.0,0.0,1.0,0,1,1,0.7766169154228856,0.16246826678975307,1
5784,3873-NFTGI,1,0,0,0,0.18309859154929578,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0.3706467661691542,0.08640087699053774,0
5785,1162-ECVII,1,1,1,0,1.0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.9104477611940298,0.9131894761135472,0
5786,7048-GXDAY,1,0,0,0,0.5352112676056338,1,1,1,1.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0.8771144278606966,0.4640953150242326,0
5787,8571-ZCMCX,0,0,1,1,0.647887323943662,0,0,1,1.0,1.0,1.0,0.0,1.0,1.0,2,1,0,0.4154228855721393,0.31731479344564967,0
5788,1169-WCVAK,1,0,1,0,0.2535211267605634,1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0.7019900497512438,0.1908089083775675,0
5789,4548-SDBKE,0,0,0,0,0.056338028169014086,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0.6661691542288557,0.052619432264020306,1
5790,8066-POXGX,0,0,0,0,0.16901408450704225,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.16766169154228858,0.04930763904915763,1
5791,7129-CAKJW,0,0,0,0,0.22535211267605634,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.6149253731343284,0.15310985460420035,0
5792,8695-ARGXZ,1,1,1,0,0.4647887323943662,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5701492537313433,0.2777059773828756,0
5793,3570-YUEKJ,0,0,0,0,0.5774647887323944,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0.3114427860696517,0.23761250865451183,0
5794,4143-OOBWZ,1,0,1,0,0.056338028169014086,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0.627363184079602,0.04586891299330718,1
5796,1697-NVVGY,1,1,1,0,0.2535211267605634,1,0,1,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0.47910447761194036,0.1462324024924994,0
5799,2419-FSORS,1,0,1,0,1.0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.8970149253731344,0.8886106623586429,0
5800,8132-YPVBX,0,0,0,0,0.07042253521126761,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1,0.6736318407960199,0.05721209323794138,0
5801,9102-IAYHT,0,0,1,1,0.22535211267605634,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.6686567164179105,0.16533579506115856,1
5802,6754-LZUKA,1,0,1,0,0.8450704225352113,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,2,0,0,0.6233830845771144,0.5670090006923609,0
5803,3422-LYEPQ,1,0,1,1,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5248756218905473,0.006023540272328641,1
5804,8099-MZPUJ,1,0,1,1,0.6619718309859155,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.9308457711442786,0.6259923840295407,0
5806,2642-DTVCO,1,1,0,0,0.11267605633802817,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.6646766169154229,0.08397184398799908,1
5807,0374-IOEGQ,0,0,0,0,0.028169014084507043,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.26218905472636816,0.011989383798753752,0
5808,4361-JEIVL,1,0,0,1,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.2601990049751244,0.002954073390260789,1
5809,3197-NNYNB,1,0,0,0,0.9014084507042254,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,2,0,0,0.8641791044776119,0.763102930994692,0
5810,3396-DKDEL,0,0,1,1,0.971830985915493,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.964179104477612,0.9498269097622895,0
5811,1752-OZXFY,1,0,1,0,0.8309859154929577,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0.4134328358208955,0.40876413570274633,0
5813,9112-WSNPU,0,1,0,0,0.4788732394366197,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5203980099502488,0.2769674590353104,0
5815,5321-NTRKC,1,0,1,1,0.9154929577464789,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,2,0,0,0.6129353233830845,0.6019097622894068,0
5816,1363-TXLSL,1,1,1,0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.517910447761194,0.005942764828063697,1
5817,9507-EXLTT,0,0,1,0,0.0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0.6079601990049751,0.006987075928917608,1
5818,3161-GETRM,1,0,1,1,0.4647887323943662,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0.7144278606965174,0.3552042464804985,0
5820,6933-VLYFX,1,0,1,1,0.4225352112676056,0,0,1,1.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0.41492537313432837,0.2111700900069236,0
5822,9846-GKXAS,0,0,0,0,0.11267605633802817,1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0.7218905472636815,0.09127048234479576,1
5823,6017-PPLPX,1,0,1,1,0.2676056338028169,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5194029850746269,0.16756865912762522,1
5824,4976-LNFVV,1,1,1,0,0.2535211267605634,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0.15970149253731342,0.06442995615047312,0
5825,5055-MGMGF,0,0,1,0,0.9014084507042254,1,1,1,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0.863681592039801,0.7957708285252711,0
5828,2969-QWUBZ,0,0,0,0,0.014084507042253521,0,0,1,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0.3298507462686567,0.009000692360950842,0
5829,9822-BIIGN,1,0,1,1,0.7323943661971831,1,1,1,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0.5333333333333333,0.43954534964228015,0
5830,2077-MPJQO,1,1,1,0,0.08450704225352113,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5686567164179105,0.05934110316178168,0
5831,1534-OULXE,0,0,1,1,0.8450704225352113,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.3129353233830846,0.33955688899146086,0
5832,7136-RVDTZ,1,1,0,0,0.971830985915493,0,0,1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0.26865671641791045,0.374526886683591,1
5833,2971-SGAFL,0,0,0,0,0.16901408450704225,1,1,1,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0.6019900497512438,0.11268751442418648,0
5834,1480-IVEVR,1,1,1,0,0.4788732394366197,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0.6303482587064676,0.3226921301638587,0
5835,2905-KFQUV,0,0,1,0,0.014084507042253521,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.518905472636816,0.015693514885760443,0
5836,4581-SSPWD,0,0,0,0,0.028169014084507043,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.572636815920398,0.026252019386106624,1
5837,3370-HXOPH,0,0,0,0,0.028169014084507043,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5756218905472636,0.027555965843526428,0
5838,9391-YZEJW,0,0,0,0,0.8591549295774648,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0.753731343283582,0.662174013385645,0
5839,9958-MEKUC,1,0,1,1,1.0,1,1,1,1.0,1.0,1.0,1.0,0.0,1.0,2,0,0,0.8527363184079603,0.8653242557119778,0
5841,6927-WTFIV,1,1,0,0,0.2676056338028169,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5278606965174129,0.15813524117239788,1
5842,4118-CEVPF,0,1,0,0,0.4788732394366197,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0.9208955223880597,0.4405146549734595,0
5843,3398-ZOUAA,1,1,1,0,0.28169014084507044,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5059701492537313,0.16800715439649205,1
5844,9114-VEPUF,1,0,1,0,0.8591549295774648,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0.7746268656716417,0.6903588737595199,0
5845,7876-BEUTG,0,0,0,0,0.19718309859154928,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.30398009950248756,0.08092545580429264,0
5846,2338-BQEZT,0,0,0,0,0.7605633802816901,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.3213930348258706,0.32471151627048234,0
5847,9873-MNDKV,0,0,0,0,0.14084507042253522,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.2626865671641791,0.0523251788599123,0
5848,0378-NHQXU,0,0,1,1,0.22535211267605634,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0.6965174129353234,0.1663801061620125,1
5850,2194-IIQOF,0,0,1,0,0.9859154929577465,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.7069651741293532,0.7350392337872144,0
5851,4512-ZUIYL,0,0,0,0,0.014084507042253521,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5149253731343284,0.015491576275098085,1
5853,9584-EXCDZ,0,0,0,0,0.22535211267605634,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5199004975124378,0.1323332564043388,0
5854,7969-AULMZ,0,0,0,0,0.28169014084507044,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0.7870646766169154,0.24240710823909528,1
5859,9214-EKVXR,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.2562189054726368,0.002907915993537964,0
5860,3410-MHHUM,0,0,1,1,0.6056338028169014,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0,0.7577114427860697,0.49348603738749136,0
5862,0733-VUNUW,1,0,0,0,0.323943661971831,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.37213930348258706,0.15944495730440802,1
5863,4550-EVXNY,0,0,0,1,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5114427860696518,0.005867759058389108,1
5864,2122-YWVYA,0,0,0,0,0.23943661971830985,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5686567164179105,0.15711977844449573,0
5865,2968-SSGAA,0,0,0,0,0.1267605633802817,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0.8194029850746268,0.12017078236787446,1
5866,2296-DKZFP,0,0,1,0,0.9014084507042254,1,0,1,1.0,1.0,1.0,0.0,0.0,1.0,2,0,0,0.5248756218905473,0.5039695361181629,0
5867,4844-JJWUY,0,1,0,0,0.0,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.6741293532338308,0.007754442649434572,1
5868,6777-TGHTM,0,0,0,0,0.7323943661971831,1,1,1,1.0,0.0,1.0,0.0,1.0,1.0,1,1,0,0.882587064676617,0.6654396492037848,1
5870,6603-YRDCJ,1,0,1,0,0.4507042253521127,1,0,1,1.0,1.0,0.0,1.0,0.0,0.0,2,1,1,0.42587064676616915,0.23074082621740136,0
5871,3538-WZPHD,1,0,0,0,0.028169014084507043,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0.1129353233830846,0.006998615278098316,1
5872,3229-USWAR,0,0,0,0,0.4647887323943662,1,0,1,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0,0.6139303482587065,0.31254327255942765,0
5875,4785-QRJHC,1,1,1,0,0.6338028169014085,0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0.4144278606965174,0.32285368105238865,1
5878,4316-XCSLJ,1,0,0,1,0.22535211267605634,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.3189054726368159,0.0955458112162474,0
5879,8610-WFCJF,0,0,1,1,0.676056338028169,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0.7696517412935323,0.5498153704131087,1
5880,9693-XMUOB,1,1,1,0,0.8169014084507042,0,0,1,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0.31840796019900497,0.3437168243711054,0
5881,0383-CLDDA,0,0,0,0,0.9577464788732394,1,1,1,1.0,0.0,1.0,1.0,1.0,1.0,2,1,0,0.6676616915422885,0.6783521809369951,0
5882,4905-JEFDW,1,0,0,0,0.14084507042253522,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1,1,0,0.23233830845771145,0.05213477959843065,1
5883,2709-UQGNP,1,0,0,0,0.1267605633802817,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.33233830845771145,0.05835448880683129,0
5885,7881-INRLC,1,0,0,0,0.6197183098591549,1,1,1,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0.8218905472636815,0.5447957535195015,1
5886,8033-ATFAS,0,0,1,1,0.5352112676056338,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1,0.4139303482587065,0.2680244634202631,0
5890,9943-VSZUV,1,1,0,0,0.9295774647887324,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.5716417910447762,0.5818197553657974,0
5891,0117-LFRMW,1,0,1,1,0.5070422535211268,0,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.218407960199005,0.1650126932840988,1
5892,6172-FECYY,1,0,1,1,0.676056338028169,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0.6592039800995025,0.48881260096930534,1
5893,7054-ENNGU,0,0,1,0,0.11267605633802817,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0.3243781094527363,0.0516732056312024,0
5894,1455-HFBXA,1,0,1,0,0.7183098591549296,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,2,1,0,0.7298507462686566,0.5318486037387491,0
5895,9402-CXWPL,0,0,0,0,0.971830985915493,1,1,1,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.8024875621890548,0.786960535425802,0
5896,1628-BIZYP,1,0,0,0,0.0,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.664179104477612,0.00763904915762751,0
5897,1965-AKTSX,0,1,0,0,0.18309859154929578,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0.6039800995024875,0.12497692130163858,1
